marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date
US,48729905,RU18KV0W5XV8J,B000M4HLEC,3469893,Sony Cybershot DSC-T20 8MP Digital Camera with 3x Optical Zoom and Super Steady Shot (Black),Camera,5,0,0,N,N,Fits in your shirt pocket,Great little camera,8/27/2014
US,27130500,R1W17MYPPUABAH,B001214O0S,3470733,"Wasabi Power Battery Charger for Panasonic CGA-S007, CGA-S007A, CGA-S007E, DMW-BCD10, Lumix DMC-TZ1, DMC-TZ2, DMC-TZ3, DMC-TZ4, DMC-TZ5, DMC-TZ11, DMC-TZ15, DMC-TZ50",Camera,5,0,0,N,Y,Renewed CAmera Life,"This product allowed me to use my camera again. It had become a headache to lug the camera around, only to see the battery was dead. This product worked like the OEM battery that came with the camera.",8/27/2013
US,38002140,R1RY6C9BV1O2R,B00301R7S4,3473169,Synergy Digital 4 AA NiMH 2800mAh Rechargeable Batteries,Camera,5,0,0,N,N,A Good Product at a Good Price,Synergy Digital Batteries<br /><br />This has four AA NiMH 2800mAh rechargeable batteries is very useful for any high drain digital camera. You may have to reset the camera to use NiMH batteries instead of the more usual alkaline batteries. Remember to remove the plastic covering on each battery before charging. It can take 4 to 6 hours with a new battery.  You should carry a spare set so your photography can continue when the batteries are low.,8/5/2015
US,14770284,R3FF7VCZTSUD34,B000ELGEYQ,3476726,Tiffen Black Diffusion 1 Filter,Camera,5,1,1,N,Y,Perfect.,"This filter give me exactly the effect I was looking for, an effect I'm not sufficiently skilled at post to get via Lightroom.",4/5/2015
US,6215457,R1YBEQFXTYKLAJ,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,4,4,N,N,good and best kit!,"These batteries are great! I bought them with my other canon and they are definitely better than the original. The bonus car charger and the ability to charge the batteries without installing them in the canon is great. The price CANNOT be beaten. If you have a canon, you need these. This was a great buy for me I ride mountain bike for long period of times so I needed more battery. They last just as long maybe longer as the original battery, they are great. They fit a little more snug in the camera which I think is a plus. The charger also works great haven't used it in the car yet but it looks good. I am thinking about buying more. I would recommend this product. They last almost the same as the original! I recommend these pack. The charger works great and it s very useful. It also works with the original battery. great response and great customer service!",3/14/2014
US,9001550,R1JEINAOVZS05M,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Five Stars,Perfectly met expectations.,5/19/2015
US,15299640,R3R5Q6RNIG2W51,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,A backup is always a good idea,A good backup charger and extra batteries for my Canon ELPH 150 camera.  Includes car charger and European adapter plug.,7/2/2015
US,16754805,REJ99LUTRWJWV,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,4,0,1,N,Y,Four Stars,"Only received one battery in the package.  Amazon made things right, very easily",7/24/2015
US,17747939,R3T27O8L89IPM4,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,1,1,N,Y,Money well spent,Received product as promised by the seller.  It works perfect with my Cannon PowerShot ELPH 110HS.  I would recommend both the product and the seller.,9/17/2014
US,18618267,RG0SK97K25XOP,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,1,1,N,Y,Five Stars,I was very please with this purchase.  It was certainly worth the money.  It came sooner than I expected.,8/28/2014
US,25448665,R34INNXTQNWAXA,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,1,1,N,Y,Five Stars,We received in two days and works as expected.,8/22/2014
US,41493069,R3UVWQPKJPW5IC,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,1,2,N,Y,Five Stars,"Just as described, fast shippibg, thank you!",8/7/2014
US,42128905,R1YET3MLQSGYBR,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Five Stars,Great deal!,7/16/2015
US,44140234,R3KLJ528F8AQXP,B00IS8R4GE,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Five Stars,Work great,8/8/2015
US,10780504,R7XBLHUKNSBWR,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Five Stars,Great price for the package of two batteries.,1/10/2015
US,18093157,R1QFZI03H66YSI,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Works with my Canon PowerShot ELPH 135,Bought these as extra batteries for my Canon PowerShot ELPH 135.  These work great and seem to stay charged for even more pictures than the original battery that comes with the camera.,7/14/2015
US,19532283,RTMVXUSEQ2D43,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Great deal! If you shoot lots of pictures this ...,Great deal !  If you shoot lots of pictures this is an ideal package.,1/13/2015
US,20661359,R1HW7DXJI5ATEJ,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,1,1,N,Y,GREAT Item,GREEAT  item has longer life than the one that came with my Camera,2/22/2015
US,22971931,R12HK5JZLZCW6D,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Good purchase,Everything was find with this order.,12/25/2014
US,26023397,R147G2U6BA6TQ2,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,4,0,0,N,Y,Good battery,"Dosent last as long as the canon batteries, but for the price a good option",8/13/2015
US,36531650,R2THT6IWQCNJAV,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Five Stars,always a good idea to have extra batteries,7/19/2015
US,39056840,R25YQIN4DEOAHL,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,1,N,Y,Five Stars,Good deal,4/15/2015
US,42048977,RFFFRKP9IGF3U,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,1,N,Y,Great value for the price,"Great value for the price!  In addition to the two batteries and screen cleaner, I got a static vinyl screen cover that protects the viewing screen.",10/14/2014
US,45698215,R2QMKAIW9F9F00,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,1,0,0,N,Y,Bad batteries,These dont even hold a charge as lonh as my original 2yr old battery,8/23/2015
US,47865734,RY17IXZCO7R1X,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Five Stars,"good price, work great!",10/17/2014
US,48046041,R1R9TN1CI5KLOF,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,1,1,N,Y,Works great!,Works great! Even comes with screen protectors & cleaning cloth!,10/10/2014
US,52547388,R1MSCE4N1PUHEK,B00ISCBNT4,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,1,N,Y,Five Stars,Good,3/20/2015
US,575562,R22AE0NWLB8URT,B00IT0XYLA,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Five Stars,Good price and service as well as quality.,2/18/2015
US,38020128,R350VFRJQAUB6D,B00IT0XYLA,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,0,N,Y,Good choice,Battery is easily recharged and works great with my canon camera.,5/16/2015
US,11540341,R9JFTAJOOYACZ,B00LJ5M490,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,1,N,Y,Five Stars,"I lost mine, thought my camera was broke until I realized I needed this charger.",11/16/2014
US,11825059,R175ACMB46T89J,B00LJ5M490,3491532,(Create a generic Title per Amazons guidelines),Camera,5,0,1,N,Y,Five Stars,"Item as described, fast shipping.",2/23/2015
US,18553705,R1OB3EJQ1S9B7C,B00LJ5M490,3491532,(Create a generic Title per Amazons guidelines),Camera,5,1,1,N,Y,Works Well! Adaptors included for the States and beyond.,"No reason to give it less than 5 stars. Works and fits my Canon Powershot A2500 NB11L battery.  Please be aware that the car adapter plugs into one of the ends of the battery charger, not your camera.  May seem obvious, but I was a bit puzzled at first.  The box contains the car charger adapter, a European AC plug",10/17/2014
US,43766083,RXV9JN1YIU7KB,B00ISCGM2M,3500171,BlackRapid Black Rapid RRS-1CO RS-Sport Extreme Sport Strap (Camo) w/ BlackRapid RAG3C-1AO Lockstar ConnectR Swivel Hook Cover + Giotto's Cleaning Kit + Nikon Lens Pen Cleaning System,Camera,5,0,0,N,Y,Five Stars,Great product,9/30/2014
US,38103,RZCK99T7KE6SK,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,1,0,0,N,Y,Be aware of overheat probelm after continuous work,"I thought it wouldn't last long even it has high review rate, so I bought two. I plug in it continuously use it for two months. It just restart by several times in the first month. By the end of second month, it suddenly always restarting. It is extremely hot around power outlet. I realize it is kind of protection because it is too hot. Then I unplug it for half day, and replug it to start use it again. It worked fine for 8 hours, then it got the same problem to always restarting.",5/9/2015
US,43624,R3TZOGGBI2MSI0,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,2,N,Y,Technical support,Great product! Even better tech support. Lost camera on network and John was amazing. Had me up and going quick. I've worked in and dealt with service for a long time and this was by far the most plesurable experience ever. Foscam support is 2nd to none. John Thank you!!!!,10/23/2013
US,66451,R2ALU4GEQV8E81,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Perfect For Me,100 % Satisfied with the product. And it is excaty as advertised and even comes with a free dydns service. Thanks,8/12/2013
US,71408,R2ZP6OK9N5MU9K,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Third Foscam F18910W,This is my third Foscam F18910W. Camera works great day or night.  And being able to pan and tilt is a plus.  Hardest part of setting up the camera is port forwarding on your router to see it remotely.  I have had both my other ones installed outside for over two years under the eave with no problem.,3/1/2015
US,127910,R211PCQW1W6GAJ,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,It's a good cam,"Camera works like it should, the only think I didn't like was that the app for foscam are not to good",8/12/2015
US,160582,R2HZCCVIKK0004,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,N,William with FOSCAM did an amazing job helping me set up my camera,"William with FOSCAM did an amazing job helping me set up my camera!!!!!!!  Technology is not my thing, he remote logged into my computer and had me up and running in 20 mins!  So excited to use my new camera!!!!",7/26/2015
US,276287,R284F7LGK1G5KB,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,2,0,0,N,Y,Don't waste your time...,"I do not tend to post anything on Amazon, but since I rely on the reviews to decide if I should buy a product, I thought it would be helpful to others if I posted a comment regarding this product.  I think this company has the right idea, but this product is not user friendly, and has too many issues such as a terrible app.  The app is filled with issues, mostly it freezes and provided an error messages freqently.  I wanted to use it as a security camera or at least a reliable device to see what is happening at home, but since the app is so bad, I am unable to use it and will be returning it tomorrow.  The best part of this company is the customer service.  I spoke to Richard and he was very helpful, got the device to work immediately, but unfortunately, it is not reliable and needs updates to it.",4/3/2015
US,357906,R19IKV9OGN1X06,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,Three Stars,its good and all but cant find any way to broadcast myself on any sites ?,4/7/2015
US,373565,R3DW1S1TULDZQ0,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,1,0,1,N,Y,One Star,Stopped working after 4 weeks,7/25/2015
US,542919,R2Q44QV48CCFJO,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Five Stars,Great! very easy to hook up wireless after watching some YouTube videos lol,6/22/2015
US,552296,R1T2YZ688HCAQW,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Five Stars,works great to keep an eye on inventory,7/27/2015
US,566842,R1T7Z4Z1K3ZVLY,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Happy with camera for the price,"Set up was a bit of work. Got assistance from Foscam support, Leo took care of my problem right away. Satisfied with camera and great support from Leo.",4/15/2015
US,607980,R124LLDVCOHKDG,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,These cameras work perfect for anyone who wants just a basic security system ...,These cameras work perfect for anyone who wants just a basic security system in their house. We use this with the BlueIris software and it works perfect. I have not had an issues with these cameras yet.,5/10/2015
US,651856,R1SRXS9WN34QIY,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,Good product. Relatively easy to set up,Good product.  Relatively easy to set up.,2/10/2015
US,818100,R3K9PDK1BT3DZU,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,,Very good cam!,11/12/2014
US,849971,R3JTS3X87QL1HF,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Good camera! I had a problem to setup it,"Good camera! I had a problem to setup it. The tech support from Foscam - Terry Morgan is very helpful to support me to setup the camera less 10 minutes, thanks!",5/1/2015
US,852166,R3NK3GTZG2I56W,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,1,N,Y,Tech support from Calvin Harris was excellent. He guided me step by step through the ...,"I purchased this Foscam camera Oct 6 and received it Oct 8 as promised. The setup was beyond my knowledge of installation. Tech support from Calvin Harris was excellent. He guided me step by step through the installation process and also setup of my phone. Thanks Calvin. The camera has been a great asset for security. The only problem is obtaining a WiFi network from time to time while using my phone. For the price, I would recommend this product",10/20/2014
US,868191,R2XGF89GUM1TMC,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,2,0,0,N,Y,Also if any light comes into or pass the lens everything gets washed out - horrible.,Purchased 2 of these Cameras. 1st cam is ok but the 2nd cam motion was slow compared to the first unit. But we decided it wasnt a big deal. Now after 3 months the 2nd cam lights dont work for night vision. From left to right only 1/2 the lights come on for night mode. Also if any light comes into or pass the lens everything gets washed out - horrible.,5/28/2015
US,970070,R246UY8RRNGO52,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,N,"The operation is relatively simple, and it's easy to control with mobile.","The operation is relatively simple, and it's easy to control with mobile.",3/30/2015
US,979644,R3VV5L2BQ4OH2R,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,1,0,1,N,Y,One Star,No good,2/14/2015
US,1130173,R1TIN3K3DEG6YC,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,... assisting me on setting up the Cam witch is awesome.,Sam from Tech support was very helpful with assisting me on setting up the Cam witch is awesome.,3/27/2015
US,1211432,R64WE004XF4E7,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,2,N,N,Aldrin Britto (tech support at Foscam) was very helpful! ...,Aldrin Britto (tech support at Foscam) was very helpful! in setting up camera. Tricky to get things going yourself - but assisted and completed setup in 10 minutes.,11/24/2014
US,1360409,R2SRZ8TA4GJPR2,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,1,0,0,N,Y,Trouble installing on my computer,"I thought this would be easy to install, but am having alot of problems applying it to my computer, I am using Ubunto program, I am not sure if that makes a difference, but , i definately need help getting this security camera to work, I would appreciate it , if someone can direct me in the right direction with this camera",10/11/2014
US,1363302,R9JE0JA18GUJ9,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,but the support service for the remote setup was great. A guy named John helped me out,"I haven't had the camera long enough to see if it works well just yet, but the support service for the remote setup was great. A guy named John helped me out, and he was very helpful and set everything up just the way I wanted it. I hope the camera works well.",7/24/2015
US,1370661,R31MGIOKR03NC7,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,Y,Camera Install,Richard did an outstanding job at Foscam of setting up my camera for me. I'm impressed with the camera and the service..5 star all the way....,12/18/2014
US,1382772,R1M63KRXXDD52J,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,Otherwise great!,Having a very difficult time setting up with WIFI. Otherwise great!,1/29/2015
US,1391185,R1K7CJSYAGKM3R,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,1,1,N,Y,Five Stars,Ex╤üellent!,9/3/2014
US,1414862,R2N58VPSGANKAX,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,N,Carlos Henderson did a great job solving my problem,Carlos Henderson did a great job solving my problem. I love these foscam cameras. I would recommend these cameras if you really need security.,6/20/2015
US,1479062,RPPMH0LQ40JBG,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,Very much satisfied with the help from Felix Anderson,Very much satisfied with the help from Felix Anderson. Thanks very much Felix!,7/25/2014
US,1546343,R2F1C1C5DM4LJQ,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,VERY GOOD CAMERA--- IT DEFINITELY MET MY EXPECTATIONS,"I use this camera to watch my teenager, it's great because I could see exactly what they're doing when they're home",6/27/2014
US,1756458,R226UV811L0ZUU,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,1,N,Y,"Works well, easy to set up","Installation is a breeze. Paired with the wifi quickly and easily, set up with a server to record video in one shot and multiple users access the stream without an issue. Would buy again",7/1/2014
US,1865155,RKMGMLMH1TKC4,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,1,3,3,N,N,"Horrible camera, to set it up it is so ...","Horrible camera , to set it up it is so stupid , and to get done on ur iPhone it is nearly impossible ≡ƒæÄ≡ƒæÄ≡ƒæÄ≡ƒæÄ≡ƒæÄ",11/16/2014
US,1886853,RTF2BG2FERFLO,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,1,1,1,N,N,Don't waste your money.,"Junk. I'm pretty comfortable with setting up computer related items and this thing is a nightmare. Their &#34;support&#34; is a joke. The firmware is awful. Once I updated it, I'm unable to change the username and password as it keeps locking me out and saying that the info is incorrect. Tremendous waste of time (I spend over 2 hours trying to get it all to work correctly) and energy. Save your money.",1/18/2015
US,1909289,R2H0288NPYNHS8,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,"Great Product, definitely recommended.","The product is great. I spoke with Leo in technical support who walked me through setting everything up wirelessly. Wonderful product, would definitely recommend.",4/20/2015
US,1940236,RHV7GBT0QBEG3,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,0,N,N,great job well done,Roy Martin is the helpful tech support and he is vry patient with customers. thak you much. you ar an asset to foscam. great job well done Roy,1/28/2015
US,1994865,R2V3989C3GR443,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,Four Stars,Quality camera with great support.,11/12/2014
US,2020515,ROCXM4DYJSTD,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,3,0,0,N,Y,they work great.,"having problem getting it to link with my computer possible firewall block, I have foscams outside installed with blue iris software, they work great.",12/18/2014
US,2076811,R2IVMP8EY9ZBW,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,3,N,Y,service,john assisted me on my foscam f18910  fast and efficient on to solving the problem works good now thank you,9/24/2014
US,2128058,RQPJOUO3TE4KO,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,2,N,Y,Good  IP cam,"I monitor the cameras from my IPad, my Droid 2 and 3 phones using an excellent app - IP Cam Viewer from Robert Chou. I also use IE and Chrome browsers.",3/21/2014
US,2139202,R1HZZ2WTID6R8G,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,1,N,Y,I received the camera's quickly and it was easy to set up with his assistance,william at Foscam customer assistance was very helpful in getting my new camera's up and running.  He was very helpful with my inexperience with the computer and helped getting everything up and running.  I really appreciate his assistance.  I received the camera's quickly and it was easy to set up with his assistance.  The camera's are just what i need to monitor my home remotely.,10/16/2014
US,2164909,R1AQHLIY5S9GNC,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,2,0,1,N,Y,Not a plug and play-,"This is definitely not a plug and play device. Spent many hours on hold, waiting for Foscam reps. Each call I was able to remedy just one issue. Works ok when it is finally up but difficult to resolve many issues if you are a novice.",2/2/2015
US,2179293,R3DI9JS8DTSTLM,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,5,0,5,N,Y,Foscam support,Calvin was very helpful during my problem. I would recommend this camera to others.  The video quality is awesome.  Great!,1/31/2014
US,2214562,RC1Q4K12R5FGU,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,3,N,Y,set up,The set up is not easy.  I have been on the phone with Foscam-great customer service-spoke with Calvin.  I will have to try to see if I can do what he said.  I wish the set up was easier.,5/10/2014
US,2247902,RBYBJWB19XUS2,B006ZP8UOW,3503232,Foscam FI8910W Wireless/Wired Pan & Tilt IP/Network Camera with IR-Cut Filter for True Color Images - 8 Meter Night Vision and 3.6mm Lens (67┬░ Viewing Angle) NEWEST MODEL,Camera,4,0,0,N,Y,recomendation,"hello, the camera works very well, in fact I have three chambers, I am very satisfied, I recommend them, Greetings from Costa Rica.<br />this is the best option",3/7/2014
